order_id,tanggal,tahun,pelanggan,lokasi,produk,jenis_material,profile_size,ketebalan_material,ukuran,jumlah_unit,jumlah_lubang,metode_hitung,harga_per_m2,harga_per_m,harga_per_lubang,upah_tenaga_ahli,finishing,kerumitan_desain,harga_final
ORD-00145,10/28/2023,2023,Kontraktor Budi,Balapulang,Railing,Hollow Stainless,4x6,1.2,5.83,3,0,PER-M,0,1300000,0,2623500,Tanpa Cat,Sederhana,22737000
ORD-00146,11/11/2025,2025,TPQ Al-Falah,Lebaksiu,Pintu Gerbang,Pipa Stainless,1.5inch,0.8,14.57,1,0,PER-M2,1200000,0,0,2914000,Tanpa Cat,Sederhana,17484000
ORD-00147,8/9/2025,2025,Mas Budi,Lebaksiu,Teralis,Hollow Stainless,1x3,0.8,0,1,11,PER-LUBANG,0,0,800000,1650000,Tanpa Cat,Menengah,8900000
ORD-00148,1/22/2025,2025,Mas Andi,Kramat,Pintu Gerbang,Hollow Stainless,4x6,1,9.98,1,0,PER-M2,1600000,0,0,1497000,Tanpa Cat,Sederhana,15968000
ORD-00149,8/3/2020,2020,Mbak Tutik,Dukuhturi,Railing,Hollow Stainless,4x4,1,10.83,2,0,PER-M,0,1100000,0,3249000,Tanpa Cat,Kompleks,23976000
ORD-00150,11/6/2022,2022,Pak Tukiman,Margasari,Kanopi,Hollow,4x6,1,19.08,1,0,PER-M2,450000,0,0,1908000,Cat Biasa,Sederhana,8636000
ORD-00151,5/10/2025,2025,Mas Rudi,Suradadi,Kanopi,Pipa Stainless,1.5inch,0.8,8.89,1,0,PER-M2,700000,0,0,1778000,Tanpa Cat,Menengah,6323000
ORD-00152,3/28/2022,2022,Bu Siti,Margasari,Railing,Hollow,4x4,0.8,3.89,2,0,PER-M,0,450000,0,778000,Cat Dasar,Sederhana,3501000
ORD-00153,11/11/2019,2019,Bu Ningsih,Warureja,Railing,Pipa Stainless,1.5inch,0.8,8.01,2,0,PER-M,0,850000,0,3204000,Tanpa Cat,Sederhana,13617000
ORD-00154,1/13/2023,2023,Pak Hadi,Balapulang,Pagar,Pipa Stainless,2inch,1.2,19.48,1,0,PER-M2,1140000,0,0,3896000,Tanpa Cat,Menengah,22307200
ORD-00155,12/29/2022,2022,Pak Tukiman,Jatinegara,Teralis,Pipa Stainless,1x3,1,0,1,11,PER-LUBANG,0,0,710000,1650000,Tanpa Cat,Menengah,7910000
ORD-00156,4/23/2021,2021,CV Griya Mandiri,Dukuhturi,Railing,Hollow Stainless,4x4,1.2,5.54,1,0,PER-M,0,1200000,0,831000,Tanpa Cat,Menengah,6748000
ORD-00157,1/25/2024,2024,Balai Desa Warureja,Margasari,Pintu Gerbang,Pipa Stainless,2inch,1,5.98,1,0,PER-M2,1330000,0,0,1196000,Tanpa Cat,Menengah,8053400
ORD-00158,1/24/2021,2021,Pak Tukiman,Talang,Teralis,Hollow,1x3,0.8,0,1,15,PER-LUBANG,0,0,300000,1125000,Cat Biasa,Menengah,4650000
ORD-00159,8/22/2020,2020,Pak Slamet,Pagerbarang,Pagar,Hollow Stainless,4x4,1,19.09,1,0,PER-M2,1100000,0,0,2863500,Tanpa Cat,Menengah,21099000
ORD-00160,11/13/2022,2022,Bu Surti,Lebaksiu,Pagar,Pipa Stainless,1x3,1.2,22.51,1,0,PER-M2,1020000,0,0,4502000,Tanpa Cat,Menengah,23060200
ORD-00161,12/1/2023,2023,BUMDES Bojong,Balapulang,Pintu Gerbang,Hollow,4x8,0.8,6.52,1,0,PER-M2,800000,0,0,652000,Cat Duco,Menengah,5466000
ORD-00162,11/4/2022,2022,Mbak Tutik,Warureja,Pintu Gerbang,Hollow,4x4,1.2,6.4,1,0,PER-M2,750000,0,0,640000,Cat Biasa,Sederhana,4850000
ORD-00163,1/9/2021,2021,Mas Joko,Talang,Railing,Hollow,4x6,0.8,14.41,1,0,PER-M,0,500000,0,1441000,Cat Dasar,Sederhana,7205000
ORD-00164,10/8/2023,2023,BUMDES Bojong,Kramat,Pintu Gerbang,Pipa Stainless,2inch,1,11.97,1,0,PER-M2,1300000,0,0,2394000,Tanpa Cat,Sederhana,15561000
ORD-00165,4/8/2020,2020,Pak Warno,Slawi,Pintu Handerson,Hollow Stainless,4x4,0.8,2.14,2,0,PER-M2,1350000,0,0,642000,Tanpa Cat,Sederhana,5778000
ORD-00166,1/17/2022,2022,PT Karya Sentosa,Adiwerna,Pintu Gerbang,Hollow,4x4,1.2,14.8,1,0,PER-M2,750000,0,0,1480000,Cat Biasa,Kompleks,11300000
ORD-00167,1/6/2023,2023,Pak Bambang,Tarub,Railing,Hollow,4x6,1.2,2.11,2,0,PER-M,0,650000,0,422000,Cat Duco,Menengah,2993000
ORD-00168,4/28/2021,2021,Mbak Lina,Pagerbarang,Pintu Handerson,Pipa Stainless,2inch,1.2,3.06,2,0,PER-M2,1500000,0,0,1224000,Tanpa Cat,Sederhana,9180000
ORD-00169,2/1/2020,2020,Toko Kayu Jati,Suradadi,Kanopi,Hollow,4x8,0.8,23.43,2,0,PER-M2,450000,0,0,4686000,Cat Dasar,Sederhana,21087000
ORD-00170,12/29/2024,2024,Mas Joko,Lengkong,Pagar,Hollow,4x4,1,9.77,1,0,PER-M2,600000,0,0,977000,Cat Dasar,Menengah,5962000
ORD-00171,4/18/2022,2022,Mas Joko,Tarub,Teralis,Pipa Stainless,1x3,0.8,0,1,6,PER-LUBANG,0,0,660000,900000,Tanpa Cat,Sederhana,3960000
ORD-00172,4/26/2022,2022,Mas Rudi,Talang,Railing,Pipa Stainless,2inch,0.8,13.11,2,0,PER-M,0,1020000,0,5244000,Tanpa Cat,Kompleks,26894400
ORD-00173,3/13/2021,2021,Mas Andi,Margasari,Railing,Pipa Stainless,2inch,1,3.88,2,0,PER-M,0,1050000,0,1552000,Tanpa Cat,Menengah,8248000
ORD-00174,9/20/2023,2023,Bu Surti,Balapulang,Teralis,Hollow,1x3,0.8,0,1,17,PER-LUBANG,0,0,350000,1275000,Cat Dasar,Menengah,6050000
ORD-00175,8/13/2024,2024,Pak Hadi,Adiwerna,Pintu Handerson,Hollow,4x8,1.2,2.72,1,0,PER-M2,1100000,0,0,272000,Cat Biasa,Menengah,3142000
ORD-00176,4/10/2025,2025,Pak Bambang,Warureja,Railing,Hollow Stainless,4x4,1,12.2,2,0,PER-M,0,1250000,0,3660000,Tanpa Cat,Menengah,30600000
ORD-00177,1/24/2023,2023,Kantor Desa Lengkong,Bojong,Pintu Gerbang,Pipa Stainless,2inch,1.2,13.85,1,0,PER-M2,1350000,0,0,2770000,Tanpa Cat,Menengah,18797500
ORD-00178,9/27/2020,2020,Pak Sugeng,Tarub,Kanopi,Hollow,4x6,0.8,14.75,2,0,PER-M2,400000,0,0,2950000,Cat Duco,Sederhana,11950000
ORD-00179,12/31/2024,2024,Mbak Sari,Suradadi,Pintu Handerson,Pipa Stainless,1.5inch,1,2.15,2,0,PER-M2,1500000,0,0,860000,Tanpa Cat,Sederhana,6450000
ORD-00180,10/24/2024,2024,Kontraktor Budi,Margasari,Pintu Gerbang,Hollow,4x6,1,7.47,1,0,PER-M2,850000,0,0,747000,Cat Dasar,Menengah,6449500
ORD-00181,11/6/2025,2025,Kantor Desa Lengkong,Pagerbarang,Pintu Gerbang,Pipa Stainless,2inch,0.8,4.17,1,0,PER-M2,1300000,0,0,834000,Tanpa Cat,Menengah,5521000
ORD-00182,7/30/2025,2025,Bu Endang,Bojong,Pintu Handerson,Hollow,4x8,1,3.4,1,0,PER-M2,1050000,0,0,340000,Cat Duco,Menengah,3820000
ORD-00183,8/14/2023,2023,Mbak Sri,Tarub,Teralis,Hollow Stainless,1x3,0.8,0,1,21,PER-LUBANG,0,0,800000,3150000,Tanpa Cat,Kompleks,16950000
ORD-00184,6/28/2019,2019,Bu Ningsih,Kramat,Railing,Pipa Stainless,4x6,1.2,10.57,3,0,PER-M,0,1000000,0,6342000,Tanpa Cat,Sederhana,31710000
ORD-00185,1/9/2019,2019,Pak Bambang,Balapulang,Pintu Handerson,Hollow Stainless,4x6,1,3.06,1,0,PER-M2,1400000,0,0,459000,Tanpa Cat,Menengah,4384000
ORD-00186,12/21/2025,2025,Fotocopy Rizki,Jatinegara,Kanopi,Hollow,4x4,1.2,18.39,1,0,PER-M2,550000,0,0,1839000,Cat Biasa,Sederhana,10164500
ORD-00187,4/3/2023,2023,Pak Tukiman,Pagerbarang,Pintu Handerson,Hollow,4x6,0.8,5.71,1,0,PER-M2,900000,0,0,571000,Cat Dasar,Menengah,5239000
ORD-00188,1/25/2023,2023,TPQ Al-Falah,Pagerbarang,Pintu Gerbang,Hollow,4x8,1.2,9.13,1,0,PER-M2,900000,0,0,913000,Cat Dasar,Menengah,8317000
ORD-00189,5/15/2019,2019,Mbak Lina,Lengkong,Pagar,Hollow,4x6,0.8,12.56,1,0,PER-M2,550000,0,0,1256000,Cat Dasar,Sederhana,6908000
ORD-00190,6/30/2025,2025,Warung Nasi Bu Sum,Suradadi,Kanopi,Hollow,4x4,0.8,23.53,1,0,PER-M2,450000,0,0,2353000,Cat Duco,Sederhana,10738500
ORD-00191,9/25/2019,2019,Bu Siti,Kramat,Railing,Hollow Stainless,4x6,0.8,14.3,1,0,PER-M,0,1050000,0,2145000,Tanpa Cat,Sederhana,15015000
ORD-00192,5/31/2024,2024,MI Muhammadiyah,Talang,Pintu Gerbang,Hollow Stainless,4x4,1,5.48,1,0,PER-M2,1470000,0,0,822000,Tanpa Cat,Menengah,8155600
ORD-00193,11/8/2023,2023,Pak Warno,Tarub,Kanopi,Pipa Stainless,1.5inch,1,23.09,1,0,PER-M2,750000,0,0,4618000,Tanpa Cat,Sederhana,17317500
ORD-00194,7/10/2025,2025,Bu Ningsih,Warureja,Pagar,Pipa Stainless,2inch,1.2,14.43,1,0,PER-M2,1200000,0,0,2886000,Tanpa Cat,Sederhana,17316000
ORD-00195,4/8/2020,2020,Bu Wati,Pagerbarang,Teralis,Hollow Stainless,1x3,1.2,0,1,6,PER-LUBANG,0,0,800000,900000,Tanpa Cat,Sederhana,4800000
ORD-00196,8/21/2021,2021,Mbak Tutik,Kramat,Pintu Handerson,Hollow Stainless,4x6,1,2.51,1,0,PER-M2,1520000,0,0,376500,Tanpa Cat,Menengah,3915200
ORD-00197,1/30/2023,2023,Mas Joko,Tarub,Railing,Pipa Stainless,2inch,1.2,3.53,2,0,PER-M,0,1150000,0,1412000,Tanpa Cat,Sederhana,8119000
ORD-00198,6/25/2025,2025,Balai Desa Warureja,Lengkong,Pintu Gerbang,Hollow,4x4,1.2,12.35,1,0,PER-M2,850000,0,0,1235000,Cat Dasar,Sederhana,10497500
ORD-00199,10/22/2022,2022,SDN 1 Bojong,Margasari,Pintu Gerbang,Hollow,4x8,0.8,4.97,1,0,PER-M2,750000,0,0,497000,Cat Dasar,Sederhana,3727500
ORD-00200,12/2/2023,2023,Mas Andi,Dukuhturi,Pintu Gerbang,Hollow,4x4,1.2,12.39,1,0,PER-M2,800000,0,0,1239000,Cat Biasa,Kompleks,10112000
ORD-00201,6/7/2024,2024,Bu Yani,Jatinegara,Teralis,Hollow Stainless,1x3,1.2,0,1,14,PER-LUBANG,0,0,900000,2100000,Tanpa Cat,Menengah,12700000
ORD-00202,6/11/2021,2021,CV Bangun Jaya,Adiwerna,Pintu Gerbang,Hollow Stainless,4x6,0.8,6.64,1,0,PER-M2,1250000,0,0,996000,Tanpa Cat,Sederhana,8300000
ORD-00203,8/20/2022,2022,Bu Yatmi,Dukuhturi,Kanopi,Hollow,4x8,0.8,13.96,2,0,PER-M2,450000,0,0,2792000,Cat Dasar,Menengah,12664000
ORD-00204,1/16/2022,2022,Mbak Sari,Margasari,Teralis,Hollow Stainless,1x3,0.8,0,1,4,PER-LUBANG,0,0,780000,600000,Tanpa Cat,Sederhana,3120000
ORD-00205,6/19/2021,2021,Mbak Sari,Suradadi,Pagar,Pipa Stainless,2inch,0.8,11.15,1,0,PER-M2,1000000,0,0,2230000,Tanpa Cat,Sederhana,11150000
ORD-00206,11/18/2023,2023,Mbak Tutik,Talang,Teralis,Hollow,1x3,1.2,0,1,22,PER-LUBANG,0,0,450000,1650000,Cat Duco,Kompleks,10200000
ORD-00207,11/14/2021,2021,Bu Surti,Adiwerna,Pintu Handerson,Hollow Stainless,4x6,1,4.61,2,0,PER-M2,1520000,0,0,1383000,Tanpa Cat,Sederhana,14014400
ORD-00208,3/24/2020,2020,Mas Budi,Kramat,Teralis,Hollow Stainless,1x3,1.2,0,1,4,PER-LUBANG,0,0,800000,600000,Tanpa Cat,Sederhana,3200000
ORD-00209,10/6/2020,2020,Bu Marni,Pagerbarang,Pagar,Pipa Stainless,2inch,0.8,18.07,1,0,PER-M2,980000,0,0,3614000,Tanpa Cat,Kompleks,17858600
ORD-00210,6/22/2022,2022,Bu Siti,Pagerbarang,Teralis,Hollow,1x3,1.2,0,1,14,PER-LUBANG,0,0,400000,1050000,Cat Duco,Menengah,5850000
ORD-00211,11/26/2022,2022,Pak Jarwo,Slawi,Kanopi,Hollow Stainless,4x4,1,13.48,1,0,PER-M2,830000,0,0,2022000,Tanpa Cat,Sederhana,11188400
ORD-00212,11/11/2019,2019,TPQ Al-Falah,Balapulang,Pintu Gerbang,Pipa Stainless,2inch,0.8,12.85,1,0,PER-M2,1050000,0,0,2570000,Tanpa Cat,Sederhana,13492500
ORD-00213,3/24/2021,2021,Bu Endang,Suradadi,Railing,Hollow Stainless,4x6,0.8,7.97,2,0,PER-M,0,1150000,0,2391000,Tanpa Cat,Menengah,18431000
ORD-00214,6/5/2025,2025,Pak Jarwo,Bojong,Railing,Hollow,4x4,1,10.99,3,0,PER-M,0,550000,0,3297000,Cat Dasar,Sederhana,18133500
ORD-00215,8/3/2025,2025,Mas Joko,Suradadi,Pagar,Hollow Stainless,4x6,0.8,25.2,1,0,PER-M2,1250000,0,0,3780000,Tanpa Cat,Sederhana,31500000
ORD-00216,11/10/2019,2019,Mbak Retno,Dukuhturi,Pagar,Hollow,4x6,1,21.53,1,0,PER-M2,600000,0,0,2153000,Cat Biasa,Menengah,13068000
ORD-00217,6/9/2019,2019,Mas Joko,Jatinegara,Teralis,Pipa Stainless,1x3,1.2,0,1,15,PER-LUBANG,0,0,700000,2250000,Tanpa Cat,Menengah,10600000
ORD-00218,12/6/2024,2024,Bu Surti,Lengkong,Pintu Handerson,Hollow,4x8,1.2,5.85,2,0,PER-M2,1100000,0,0,1170000,Cat Dasar,Menengah,12970000
ORD-00219,8/16/2024,2024,Pak Sutrisno,Pagerbarang,Pintu Handerson,Hollow,4x6,0.8,4.2,1,0,PER-M2,950000,0,0,420000,Cat Biasa,Sederhana,4040000
ORD-00220,5/16/2023,2023,Bu Siti,Dukuhturi,Railing,Pipa Stainless,1x3,1.2,4.85,2,0,PER-M,0,1050000,0,1940000,Tanpa Cat,Sederhana,10185000
ORD-00221,3/29/2023,2023,Pak Kasno,Tarub,Teralis,Hollow,4x4,0.8,0,1,7,PER-LUBANG,0,0,350000,525000,Cat Dasar,Sederhana,2450000
ORD-00222,7/14/2021,2021,Bu Marni,Adiwerna,Kanopi,Hollow Stainless,4x4,1.2,16.3,2,0,PER-M2,850000,0,0,4890000,Tanpa Cat,Sederhana,27710000
ORD-00223,7/29/2021,2021,Mushola Ar-Rahman,Pagerbarang,Pintu Gerbang,Pipa Stainless,2inch,1.2,6.69,1,0,PER-M2,1250000,0,0,1338000,Tanpa Cat,Menengah,8462500
ORD-00224,8/11/2023,2023,Toko Kelontong Berkah,Slawi,Kanopi,Hollow,4x6,1.2,7.58,2,0,PER-M2,570000,0,0,1516000,Cat Biasa,Menengah,8791200
ORD-00225,2/10/2020,2020,BUMDES Bojong,Balapulang,Pintu Gerbang,Hollow,4x6,1.2,12.32,1,0,PER-M2,750000,0,0,1232000,Cat Dasar,Menengah,9340000
ORD-00226,10/25/2020,2020,Bu Yani,Talang,Pintu Handerson,Hollow,4x4,1.2,3.06,2,0,PER-M2,900000,0,0,612000,Cat Duco,Menengah,5758000
ORD-00227,11/28/2020,2020,CV Griya Mandiri,Dukuhturi,Pintu Gerbang,Hollow,4x4,0.8,7.45,1,0,PER-M2,600000,0,0,745000,Cat Biasa,Sederhana,4520000
ORD-00228,12/2/2019,2019,Mas Andi,Jatinegara,Pagar,Pipa Stainless,2inch,1.2,29.74,1,0,PER-M2,1050000,0,0,5948000,Tanpa Cat,Menengah,31327000
ORD-00229,11/12/2024,2024,Mas Budi,Lengkong,Pintu Handerson,Hollow,4x6,1,3.6,1,0,PER-M2,1000000,0,0,360000,Cat Biasa,Sederhana,3650000
ORD-00230,6/23/2021,2021,Pak Bambang,Lengkong,Pintu Gerbang,Hollow Stainless,4x4,1.2,8.85,1,0,PER-M2,1300000,0,0,1327500,Tanpa Cat,Menengah,11605000
ORD-00231,9/1/2021,2021,Mbak Sri,Balapulang,Kanopi,Hollow,4x6,1.2,23.49,2,0,PER-M2,500000,0,0,4698000,Cat Biasa,Sederhana,23540000
ORD-00232,4/2/2024,2024,Mbak Retno,Lebaksiu,Pagar,Hollow,4x4,0.8,25.38,1,0,PER-M2,550000,0,0,2538000,Cat Duco,Sederhana,14109000
ORD-00233,8/12/2019,2019,Mas Budi,Dukuhturi,Pagar,Hollow Stainless,4x8,1,26.91,1,0,PER-M2,1150000,0,0,4036500,Tanpa Cat,Menengah,31046500
ORD-00234,12/14/2020,2020,Pak Karso,Suradadi,Teralis,Hollow,1x3,1.2,0,1,15,PER-LUBANG,0,0,400000,1125000,Cat Biasa,Menengah,6150000
ORD-00235,8/17/2025,2025,Bu Marni,Suradadi,Pintu Handerson,Hollow Stainless,4x4,1,3.87,2,0,PER-M2,1750000,0,0,1161000,Tanpa Cat,Menengah,13645000
ORD-00236,2/21/2025,2025,Pak Warno,Kramat,Railing,Hollow Stainless,4x4,0.8,4.76,2,0,PER-M,0,1200000,0,1428000,Tanpa Cat,Menengah,11524000
ORD-00237,7/23/2022,2022,Mas Agus,Lengkong,Kanopi,Hollow,4x8,0.8,7.25,2,0,PER-M2,450000,0,0,1450000,Cat Dasar,Kompleks,6675000
ORD-00238,6/16/2022,2022,Bu Yani,Margasari,Pintu Gerbang,Hollow Stainless,4x6,0.8,4.88,1,0,PER-M2,1300000,0,0,732000,Tanpa Cat,Menengah,6444000
ORD-00239,11/25/2020,2020,Mbak Sri,Margasari,Railing,Pipa Stainless,2inch,1.2,3.78,3,0,PER-M,0,1080000,0,2268000,Tanpa Cat,Menengah,12347200
ORD-00240,4/6/2025,2025,Pak Hadi,Pagerbarang,Teralis,Hollow,1x3,0.8,0,1,13,PER-LUBANG,0,0,350000,975000,Cat Duco,Menengah,4800000
ORD-00241,2/27/2022,2022,Mas Agus,Talang,Pagar,Hollow,4x6,1,13.93,1,0,PER-M2,630000,0,0,1393000,Cat Duco,Menengah,9025900
ORD-00242,2/15/2023,2023,Bu Umi,Lebaksiu,Teralis,Hollow,2x2,1,0,1,6,PER-LUBANG,0,0,400000,450000,Cat Dasar,Sederhana,2400000
ORD-00243,7/9/2021,2021,Bu Siti,Adiwerna,Teralis,Pipa Stainless,1x3,1.2,0,1,10,PER-LUBANG,0,0,740000,1500000,Tanpa Cat,Menengah,7500000
ORD-00244,7/25/2019,2019,Mas Budi,Suradadi,Kanopi,Hollow Stainless,4x8,0.8,20.77,1,0,PER-M2,750000,0,0,3115500,Tanpa Cat,Menengah,15677500
ORD-00245,6/28/2021,2021,Perumahan Tegal Asri,Talang,Railing,Hollow,4x6,1.2,4.98,3,0,PER-M,0,600000,0,1494000,Cat Biasa,Sederhana,9014000
ORD-00246,1/8/2019,2019,Puskesmas Bojong,Dukuhturi,Pintu Gerbang,Pipa Stainless,2inch,0.8,8.64,1,0,PER-M2,1050000,0,0,1728000,Tanpa Cat,Menengah,9172000
ORD-00247,7/9/2023,2023,Kontraktor Budi,Bojong,Railing,Hollow,4x6,0.8,7.96,2,0,PER-M,0,550000,0,1592000,Cat Duco,Sederhana,8906000
ORD-00248,3/16/2024,2024,Mbak Retno,Lebaksiu,Pagar,Hollow,4x4,1.2,14.81,1,0,PER-M2,650000,0,0,1481000,Cat Duco,Sederhana,9776500
ORD-00249,8/5/2019,2019,Mas Joko,Lebaksiu,Teralis,Hollow Stainless,1x3,1,0,1,12,PER-LUBANG,0,0,700000,1800000,Tanpa Cat,Menengah,8500000
ORD-00250,3/31/2019,2019,Bu Yatmi,Pagerbarang,Pintu Handerson,Hollow,4x6,1.2,2.71,2,0,PER-M2,900000,0,0,542000,Cat Biasa,Sederhana,4928000
ORD-00251,10/30/2025,2025,Pak Sugeng,Tarub,Pintu Handerson,Hollow Stainless,4x4,1,3.07,1,0,PER-M2,1750000,0,0,460500,Tanpa Cat,Sederhana,5372500
ORD-00252,7/8/2021,2021,Bu Siti,Bojong,Kanopi,Pipa Stainless,2inch,0.8,22.19,2,0,PER-M2,760000,0,0,8876000,Tanpa Cat,Sederhana,33728800
ORD-00253,2/16/2021,2021,Bu Puji,Pagerbarang,Pintu Handerson,Hollow,4x4,0.8,5.98,2,0,PER-M2,800000,0,0,1196000,Cat Dasar,Sederhana,9568000
ORD-00254,4/21/2020,2020,Pak Hadi,Lebaksiu,Pagar,Hollow,4x8,1,16.15,1,0,PER-M2,650000,0,0,1615000,Cat Dasar,Sederhana,10497500
ORD-00255,3/12/2025,2025,Bu Wati,Bojong,Teralis,Hollow Stainless,2x2,1.2,0,1,21,PER-LUBANG,0,0,900000,3150000,Tanpa Cat,Kompleks,19050000
ORD-00256,11/7/2024,2024,Pak Sutrisno,Balapulang,Railing,Hollow,4x4,1.2,8,2,0,PER-M,0,600000,0,1600000,Cat Biasa,Menengah,9750000
ORD-00257,4/4/2019,2019,CV Griya Mandiri,Tarub,Railing,Hollow Stainless,4x6,1,6.35,3,0,PER-M,0,1100000,0,2857500,Tanpa Cat,Kompleks,21105000
ORD-00258,3/19/2024,2024,Pak Kasno,Tarub,Pagar,Pipa Stainless,2inch,0.8,16.04,1,0,PER-M2,1060000,0,0,3208000,Tanpa Cat,Sederhana,17002400
ORD-00259,12/24/2024,2024,Pak Slamet,Talang,Pintu Handerson,Hollow,4x6,1,4.75,2,0,PER-M2,1000000,0,0,950000,Cat Duco,Sederhana,9650000
ORD-00260,4/21/2021,2021,Mbak Sri,Balapulang,Pintu Handerson,Hollow Stainless,4x4,1.2,4.94,2,0,PER-M2,1520000,0,0,1482000,Tanpa Cat,Sederhana,15017600
ORD-00261,2/17/2025,2025,Bu Ningsih,Tarub,Kanopi,Hollow,4x4,1,12.02,2,0,PER-M2,500000,0,0,2404000,Cat Dasar,Kompleks,12170000
ORD-00262,5/18/2021,2021,Bu Surti,Tarub,Teralis,Hollow Stainless,1x3,0.8,0,1,6,PER-LUBANG,0,0,750000,900000,Tanpa Cat,Sederhana,4500000
ORD-00263,1/30/2025,2025,Bu Yatmi,Margasari,Pintu Handerson,Pipa Stainless,2inch,1.2,2.58,2,0,PER-M2,1700000,0,0,1032000,Tanpa Cat,Kompleks,8922000
ORD-00264,2/24/2025,2025,Bu Marni,Lebaksiu,Pintu Handerson,Hollow,4x4,1.2,4.83,1,0,PER-M2,1000000,0,0,483000,Cat Biasa,Menengah,4980000
ORD-00265,12/4/2019,2019,MI Muhammadiyah,Margasari,Pintu Gerbang,Hollow Stainless,4x6,1.2,8.83,1,0,PER-M2,1250000,0,0,1324500,Tanpa Cat,Sederhana,11037500
ORD-00266,7/5/2022,2022,Bu Siti,Pagerbarang,Railing,Pipa Stainless,2inch,1.2,13.91,2,0,PER-M,0,1120000,0,5564000,Tanpa Cat,Menengah,31258400
ORD-00267,3/1/2023,2023,Pak Sutrisno,Talang,Railing,Pipa Stainless,2inch,0.8,7.32,3,0,PER-M,0,1050000,0,4392000,Tanpa Cat,Menengah,23158000
ORD-00268,7/3/2020,2020,Pak Karso,Adiwerna,Pagar,Pipa Stainless,2inch,0.8,8.61,1,0,PER-M2,980000,0,0,1722000,Tanpa Cat,Menengah,8537800
ORD-00269,2/12/2024,2024,Mushola Ar-Rahman,Lebaksiu,Pintu Gerbang,Hollow Stainless,4x4,0.8,11.99,1,0,PER-M2,1420000,0,0,1798500,Tanpa Cat,Sederhana,17025800
ORD-00270,8/21/2020,2020,Bu Umi,Pagerbarang,Pintu Handerson,Hollow Stainless,4x8,1,5.94,2,0,PER-M2,1500000,0,0,1782000,Tanpa Cat,Sederhana,17820000
ORD-00271,12/11/2023,2023,Pak Bambang,Adiwerna,Railing,Hollow,4x6,0.8,8.06,3,0,PER-M,0,550000,0,2418000,Cat Dasar,Menengah,13399000
ORD-00272,10/7/2020,2020,Pak Sutrisno,Adiwerna,Railing,Hollow Stainless,4x6,1.2,14.38,1,0,PER-M,0,1200000,0,2157000,Tanpa Cat,Sederhana,17256000
ORD-00273,12/24/2019,2019,Pak Sugeng,Pagerbarang,Kanopi,Hollow,4x8,0.8,9.09,2,0,PER-M2,450000,0,0,1818000,Cat Biasa,Sederhana,8231000
ORD-00274,3/29/2021,2021,Bu Siti,Bojong,Kanopi,Hollow Stainless,4x8,1,10.04,2,0,PER-M2,900000,0,0,3012000,Tanpa Cat,Sederhana,18072000
ORD-00275,3/1/2019,2019,Pak Sutrisno,Jatinegara,Railing,Pipa Stainless,2inch,1,6.44,1,0,PER-M,0,1000000,0,1288000,Tanpa Cat,Sederhana,6440000
ORD-00276,3/27/2023,2023,Mas Agus,Lengkong,Teralis,Hollow,1x3,0.8,0,1,22,PER-LUBANG,0,0,350000,1650000,Cat Duco,Kompleks,8000000
ORD-00277,7/18/2022,2022,Pak Slamet,Adiwerna,Pintu Handerson,Hollow Stainless,4x6,1,3.62,2,0,PER-M2,1560000,0,0,1086000,Tanpa Cat,Sederhana,11294400
ORD-00278,9/19/2022,2022,Pak Tukiman,Tarub,Pintu Handerson,Pipa Stainless,2inch,1.2,5.6,1,0,PER-M2,1550000,0,0,1120000,Tanpa Cat,Sederhana,8680000
ORD-00279,8/12/2023,2023,Bu Endang,Jatinegara,Pintu Handerson,Hollow,4x8,0.8,5.89,2,0,PER-M2,950000,0,0,1178000,Cat Duco,Sederhana,11341000
ORD-00280,3/27/2020,2020,Pak Slamet,Balapulang,Pagar,Hollow,4x8,0.8,19.22,1,0,PER-M2,600000,0,0,1922000,Cat Biasa,Menengah,11682000
ORD-00281,3/19/2023,2023,Mas Agus,Balapulang,Pintu Handerson,Hollow,4x8,0.8,4.79,2,0,PER-M2,950000,0,0,958000,Cat Biasa,Kompleks,9301000
ORD-00282,1/8/2025,2025,Pak Slamet,Balapulang,Pintu Handerson,Hollow Stainless,4x8,1,4.51,1,0,PER-M2,1850000,0,0,676500,Tanpa Cat,Sederhana,8343500
ORD-00283,4/19/2022,2022,Mas Budi,Adiwerna,Pintu Handerson,Pipa Stainless,2inch,1,5.44,1,0,PER-M2,1500000,0,0,1088000,Tanpa Cat,Sederhana,8160000
ORD-00284,1/28/2019,2019,Pak Sutrisno,Tarub,Pintu Handerson,Hollow Stainless,4x8,0.8,2.43,1,0,PER-M2,1400000,0,0,364500,Tanpa Cat,Sederhana,3402000
ORD-00285,7/7/2023,2023,Pak Hadi,Balapulang,Pintu Handerson,Hollow,4x6,0.8,4.25,1,0,PER-M2,900000,0,0,425000,Cat Dasar,Sederhana,3825000
ORD-00286,6/19/2019,2019,Pak Jarwo,Balapulang,Pagar,Hollow,4x6,1.2,25.78,1,0,PER-M2,650000,0,0,2578000,Cat Biasa,Sederhana,16807000
ORD-00287,9/3/2023,2023,Mas Rudi,Bojong,Kanopi,Pipa Stainless,2inch,0.8,20.71,2,0,PER-M2,800000,0,0,8284000,Tanpa Cat,Kompleks,33286000
